sentences	ADR	WD	EF	INF	SSI	DI
I had previously taken prozac and valium and had horrible experiences with both, so was hesitant about trying medication again.	0	0	0	0	0	0
Life had literally gotten unbearable, so about two years ago.	0	0	0	0	1	0
I decided to try counseling once again coupled with medication.	0	0	0	0	0	0
I found a terrific counselor who prescribed me lexapro after informing her of my previous experiences with prozac and valium.	0	0	0	0	0	0
I am now able to live a normal life.	0	0	1	0	0	0
I had to give it time to work and find the correct dosage for it to be effective.	0	0	0	0	0	0
I initially took 10mgs for one week,no effect, 20mgs second week,no effect, then 30mgs.	0	0	0	1	0	0
worked and continues to work like a charm!	0	0	1	0	0	0
None.	0	0	0	0	0	0
Effective in reducing anxiety and depression in less than a week.	0	0	1	0	1	1
I highly recommend and am so thankful for this medication.	0	0	0	0	0	0
Life changing for me!	0	0	1	0	0	0
Routine Side Effects for 4 weeks.	1	0	0	0	0	0
Now no side effects.	0	0	0	0	0	0
Changed my life for the better in all ways.	0	0	1	0	0	0
I can think, laugh, and work again.	0	0	1	0	0	0
"The drug does not ""do"" anything to me, except permit me to be myself."	0	0	1	0	0	0
trying to come of has gotta be worse than herion, Uncontrollable rage, no sex drive, and loss of emotional attachment with partner.	0	1	0	0	0	0
This drug has ruined mine and my partners life, as soon as she got past the withdrawal symtoms	0	1	0	0	0	0
This medication caused me, like so many other people with bipolar disorder, to freak out.	1	0	0	0	1	0
I cut off all my hair and took the remaining 40 pills after taking about 10 pills as prescribed so it did not take long for me to get into this semi-suicidal state.	1	0	0	0	0	0
Be careful of taking this if you have bipolar disorder!	0	0	0	0	1	0
Never experienced a panic attack until AFTER taking only 4 doses (25 mg.) of this medication.	1	0	0	0	0	0
Had 2 panick attacks while on Zoloft, quit taking the drug and have not had any more attacks, but now I am dealing with the fear of when/where the next one will take place.	1	0	0	0	0	0
I know a lot of people have had success with Zoloft, but it is not the right one for me.	0	0	0	1	0	0
Be careful of the side effects that your doctor may not tell you about .	0	0	0	0	0	0
that is  increased anxiety.	1	0	0	0	1	0
oh gawd.	0	0	0	0	0	0
I was on Paxil for 12 years, but THOUGHT it was wearing off.	0	0	0	0	0	0
Think menopause is a huge factor in this.	0	0	0	0	0	0
i have only been on generic zoloft for about a week and a half.	0	0	0	0	0	0
our doggie is very sick, and i was up with her all night last nite, didn't sleep.	1	0	0	0	0	0
My stomach is a wreck.	1	0	0	0	0	0
burning and diarrhea all nite.	1	0	0	0	0	0
had to pee every five minutes all night.	1	0	0	0	0	0
I feel very speedy and my heart is racing.	1	0	0	0	0	0
My stomach is on fire, and feels like i drank draino.	1	0	0	0	0	0
I hate this so much sometimes i don't know how long i can go on.	0	0	0	0	0	0
Just dont know yet.	0	0	0	0	0	0
Paxil seemed to calm me down so much.	0	0	0	0	0	0
"Yes i gained a ton of weight on it, but i haven't on the zoloft so far.

"	0	0	0	0	0	0
Took the pill for depression for a year and a half, extreme weight gain, no sex drive, even more depressed	1	0	0	1	1	1
Made me really forgettful, weakness so bad it was a struggle just to comb my hair.	1	0	0	0	0	0
My useless former doctor just dismissed my concerns.	0	0	0	0	0	0
Also made me extremely angry.	1	0	0	0	0	0
It takes months to get off this poison (which is another thing the useless doctor conveniently didn't tell me).	0	0	0	0	0	0
Should be pulled from the market.	0	0	0	0	0	0
suicidal thoughts, no sexual satisfaction, horrible drug.	1	0	0	0	0	0
this drug sucks.	0	0	0	0	0	0
might work for some peeps but didn't work for me.	0	0	0	1	0	0
I got so depressed on it that I swollowed the whole bottle hoping to end my life, but luckilly Iam still here	1	0	0	1	0	0
Increase in panic attacks / anxiety,  weight gain (10lbs), headaches and vivid dreams.	1	0	0	1	1	1
The side effects from this drug were from day one but I was told by my doctor to give it a chance.	0	0	0	0	0	0
Six months later and I don't feel any better.	0	0	0	1	0	0
I have decided to wean myself off.	0	0	0	0	0	0
Yesterday I started taking 25mg and I feel horrible.	0	0	0	0	0	0
I hope others have better results from this medication but I would recommend trying something different.	0	0	0	0	0	0
Made me have tremors, also made me feel like I wanted to crawl out of my skin.	1	0	0	0	0	0
I have been off this drug for almost 3 years and I still feel like this!	1	0	0	0	0	0
This is the worst drug on the market!	0	0	0	0	0	0
Severe chest pain, huge weight gain, onset of fibromyalgia and horrible arthritis pain.	1	0	0	0	0	0
Drs thought I had Lupus.	0	0	0	0	0	0
Have been off work for 8 months due to the effects of Zoloft.	1	0	0	0	0	0
Within 45 days of starting Zoloft I gained 50+ lbs I started having sever chest pains.	1	0	0	0	0	0
I had to have a heart cath, echo, stress echo and several other heart test.	1	0	0	0	0	0
Was in ER 4 times and Was in CCU 2 times.	1	0	0	0	0	0
Finally the third Cardiologist said it was the Zoloft and took me off.	0	0	0	0	0	0
I was so sick I thought I would die.	1	0	0	0	0	0
Stayed away from my grandkids cuz I didn't want them to find me dead.	1	0	0	0	0	0
Lost all of my energy.	1	0	0	0	0	0
developed Shortness of breath, fibromyalgia type pain, arthritis pain.	1	0	0	0	0	0
Could barely walk.	1	0	0	0	0	0
Broke my leg (had to have surgury) trying to walk up my porch steps.	0	0	0	0	0	0
I have been off work for 8 months.	1	0	0	0	0	0
I have suffered many side effects from the prednisone used to treat the symptoms.	0	0	0	0	0	0
I am just now starting to feel better.	0	0	0	0	0	0
Maybe I can return to work when I get the cast off of my leg.	0	0	0	0	0	0
I lost my job and will have to find another one.	1	0	0	0	0	0
This stuff is very scary.	0	0	0	0	0	0
My sister went on it and started having chest pain and I told her to STOP immediatly.	0	0	0	0	0	0
Not sleeping for over 48 hours, heart palpitations, ending up in hospital in a manic state.	1	0	0	0	0	0
Total sexual dysfunction which has continued for six months with no improvement after stopping the medication.	1	0	0	0	0	0
Taking this drug was the worst decision I've ever made.	0	0	0	0	0	0
Quite simply this medication has destroyed my life.	0	0	0	0	0	0
Facing the possibility of a lifetime with no sexual enjoyment (and the impaired relationships this implies) has been devastating.	1	0	0	0	0	0
Ironically I am much more anxious and depressed than before I took this drug.	0	0	0	1	1	1
Suicidal ideation, weight gain, suicidal tendencies, tingling fingers, dizzy, tremor, insomnia.	1	0	0	0	0	0
I was given zoloft from my pyschiatrist and started at 50mg per day and was steadily increased to 100mg.	0	0	0	0	0	0
After taking this for three weeks I began to not process thoughts well and found it difficult to concentrate and function well.	1	0	0	0	0	0
I felt very shakey in my hands especially in the afternoons making tying a bow or a knot very difficult.	1	0	0	0	0	0
I found work hard to focus on and suffered some memory difficulties.	1	0	0	0	0	0
I was carrying out 'risky' behaviours and after 4 weeks of taking it I ended up in the emergency department of the hospital twice in 4 days for over-dosing.	1	0	0	0	0	0
This medication has not been at all pleasant and when put in hospital the doctors increased my dose to 150mg and this was terrible.	0	0	0	0	0	0
I am now on my first complete day with taking no zoloft after slowing decreasing the dose and the withdrawal isn't pleasant but survivable so far,  Headache, slight confusion, temperature and feeling very tired are some of the withdrawal symptoms I have so far felt but they are better than what zoloft was doing for me.	0	1	0	0	0	0
Zoloft was prescribed to me to help with depression and if I knew that there were reported cases that this anti-depressant could increase the risk of suicide I NEVER would have agreed to take the medication.	0	0	0	0	1	1
I have learnt that it is very important that you should ask your doctor questions when they prescribe you a medication and that it is essential to research the side effects.	0	0	0	0	0	0
I had never previously carried out any risky suicidal behaviours until after taking zoloft for 3 weeks.	1	0	0	0	0	0
Long-term use of SSRIs (not just this one) caused Serotonin Syndrome, which included incontinence.	1	0	0	0	0	0
Stopped once I went off them, restarted when I restarted them, so it was definitely them causing it.	0	0	0	0	0	0
I'm fine now that I'm off them, but these drugs shouldn't be on the market in my opinion.	0	0	0	0	0	0
Avoid if possible, or only take for a very short time if you do take them.	0	0	0	0	0	0
Weight gain (20lbs), no sexual feelings at all, inability to reach orgasm, terrible night sweats, tremor in hands, headaches, feeling of foggyness, and fatigue, At first, I din't realize all of these side effects were related to Zoloft.	1	0	0	0	0	0
"I am planning to switch back to 

Wellbutrin SR as soon as I can get to my doctor."	0	0	0	0	0	0
I see Zoloft works for some people, it's scary to think how different we all react to this widely prescribed drug!	0	0	0	0	0	0
didn't notice much difference until 75 mg- where i completely freaked out.	1	0	0	0	0	0
i thought about suicide and was VERY scared to continue any other sort of SSRI.	1	0	0	0	0	0
-later they found out i was bipolar so this could be the reason for the adverse reactions.	0	0	0	0	1	0
this drug works well for my dad with unipolar major depression.	0	0	0	0	1	1
-it didn't work for me, but i am bipolar.	0	0	0	1	1	0
can be  dangerous to those who are manic depressive.	0	0	0	0	1	0
severe agitation , really lightheadnessed , suicidal thoughts .	1	0	0	0	0	0
depression got a lot worse after just being on it for just 3 days .	0	0	0	1	1	1
being sick all the time .	1	0	0	0	0	0
"feeling really weird on it sevre visual disturbances and extreme weakness

."	1	0	0	0	0	0
i hate it .	0	0	0	0	0	0
if ur considering taking this drug , just don't .	0	0	0	0	0	0
it will make you alot worse than before .	0	0	0	1	0	0
HORRID.	0	0	0	0	0	0
Within a few days of taking it, horrible anxiety.	1	0	0	0	0	0
"I would look in the mirror and think ""what is wrong with me!"""	0	0	0	0	0	0
I slept a lot, had no appetite whatsoever, lost weight, felt like I was not myself at all.	1	0	0	0	0	0
I practically had a nervous breakdown on it.	1	0	0	0	0	0
Yawning A LOT.	1	0	0	0	0	0
I just felt so weird all the time, I HAD to come off it.	1	0	0	0	0	0
It's been the worst anti depressant I ever took.	0	0	0	0	0	0
(This was 10 years ago) and I have much better anti depressants since then.	0	0	0	0	0	0
I was initially scared of ANY anti depressant after my experience with the Z.	0	0	0	0	0	0
But about a year later I tried others and could tolerate them much better  (Such as Lexapro and Prozac.).	0	0	0	0	0	0
"I had a very bad reaction to this, though it does appear to help some, Don't be afraid to tell your doctor what it is doing to you and don't just go along with their ""the side effects will go away."""	1	0	0	0	0	0
Not every med is for everyone.	0	0	0	0	0	0
Tell them how you are feeling.	0	0	0	0	0	0
Weight gain (20lbs), no sexual feelings at all, inability to reach orgasm, terrible night sweats, tremor in hands, headaches, feeling of, At first, I din't realize all of these side effects were related to Zoloft.	1	0	0	0	0	0
I am planning to switch back to  Wellbutrin SR as soon as I can get to my doctor.	0	0	0	0	0	0
I see Zoloft works for some people, it's scary to think how different we all react to this widely prescribed drug!	0	0	0	0	0	0
distrust of all include myself, insomnia, dizziness, lose weight, anxiety, panic attack, swoon.	1	0	0	0	0	0
IT MADE EVERYTHING WORSE.	0	0	0	0	0	0
Six hours after my first small (25mg) dose I had diarrhea.	1	0	0	0	0	0
Then I was okay for a few days.	0	0	0	0	0	0
On day 3 I tried to exercise and began sweating profusely after about 10 minutes.	1	0	0	0	0	0
I awoke on day 4 with nausea and listlessness.	1	0	0	0	0	0
I tried to go to work but could not.	1	0	0	0	0	0
I laid on my sofa for hours, sometimes awake, sometimes asleep, feeling nauseated and  listless.	1	0	0	0	0	0
I was not about to take pill #5.	0	0	0	0	0	0
My doctor told me it was an easily tolerated medication, Well, not for me, o	0	0	0	0	0	0
after taking just 2nd low dose sent my anxiety through the roofracing thoughts,didnt sleep on it plus a volcano of negative emotions racing inside me.	1	0	0	1	1	1
ended up physch primary care with it.	1	0	0	0	0	0
also been on nearly every AD going none did this to me,been put on seroquel.	0	0	0	0	0	0
horrible for me	0	0	0	0	0	0
Night terrors, Vivid dreams, Nightmares.	1	0	0	0	0	0
auditory hallucinations everyday!	1	0	0	0	0	0
never take this drug!	0	0	0	0	0	0
Severe teeth clenching/TMJ which caused excruciating headaches .	1	0	0	0	0	0
clenching came on right after taking the dose and would gradually wear off .	1	0	0	0	0	0
took me three days to figure out the connection, during which I was laying in a darkened room with a migraine.	1	0	0	0	0	0
Do NOT take this drug if you have a history of migraines or TMJ .	0	0	0	0	0	0
this was the worst three days of my life till I figured out the connection from Googleing it .	0	0	0	0	0	0
the manufacturer doesn't say anything about this but there are thousands of hits on the topic.	0	0	0	0	0	0
Excessive sweating, nervousness, sick stomach, zombie-like feeling, tiredness, etc.	1	0	0	0	0	0
I would not recommend this drug to anyone, it is not worth the hell you go through, due to the side effects.	1	0	0	0	0	0
I had to stop taking it.	0	0	0	0	0	0
extreme nervousness, uncontrollable urge for innappropriate laughter,emotional numbness, profuse sweating, the list goes on and on.	1	0	0	0	0	0
Extremely unpleasant withdrawal, So addictive, electric 'shocks' to the brain when trying to quit.	0	1	0	0	0	0
Am now on my fifth and final attempt to quit.	0	0	0	0	0	0
NONE, This anti-depressant did absolutely nothing for me.	0	0	0	1	0	0
I mean, literally, nothing.	0	0	0	1	0	0
No side effects, no results.	0	0	0	1	0	0
I was severly depressed and breast-feeding my son so this was the only option I had at the time (it is considered safe for nursing babies).	0	0	0	0	1	1
I struggled with the decision to take it because I was so worried that it may harm him because it does pass into breast milk in tiny amounts.	1	0	0	0	0	0
Then I condidered not breastfeeding and taking an antidepressant.	0	0	0	0	0	0
After much thought, I decided that the benefits of nursing outweighed the negligable risks of the meds,  And, to not treat the depression would have been plain stupid.	0	0	0	0	1	0
I was VERY depressed,  Also, I was working full-time and pumping milk at work so that he could be exclusively fed breast milk for 4 months,  Well, I may as well have not taken anything as it did not help at all.	0	0	0	0	0	0
Now I take Cymbalta and that helps a lot more (I am no longer nursing, my son is 16 months).	0	0	0	0	0	0
It's just weird how certain meds work for some people and not others.	0	0	0	0	0	0
Total loss of libido, horrific nightmares, insomnia, weight fluctuations, irritability/angry all the time.	1	0	0	0	0	0
I was on Zoloft for about 4 months, and after the first 2 weeks I had absolutely no sex drive.	1	0	0	0	0	0
After the first 3 weeks, the nightmares began, and became increasingly gorey and horrific, to the point I would become paranoid.	1	0	0	0	0	0
I began sleeping in odd patterns, for only a few hours at a time.	1	0	0	0	0	0
My weight would increase, then decrease, then increase again.	1	0	0	0	0	0
When I went off of it, it was because I had become so angry and irritable I couldn't be around anyone because I would become violent at nothing.	1	1	0	0	0	0
soon after take it, knocked out feeling, extreme yawning, foggy brain, and absolutely no sleep at 3 consecutive nights even with sleep aid!	1	0	0	0	0	0
Took doctors to figure out to give me Trazodone to sleep.	0	0	0	0	0	0
NEVER ever try this, go and get Prozac!	0	0	0	0	0	0
I had it for 1.5 years with no side effect at all.	0	0	0	0	0	0
didnt feel like myself, irritability.	1	0	0	0	0	0
loss of feelings.	1	0	0	0	0	0
I don't recommend it.	0	0	0	0	0	0
Unless you want to be a walking zombie	1	0	0	0	0	0
nausea, gases, diarrhea, eructation, o	1	0	0	0	0	0
Gained weight, moodswings, wasn't able to sleep at all.	1	0	0	0	0	0
Had to take Zopiclone to get any more sleep than one or two hours of shallow sleep but the combination of the two gave me hallucinations.	0	0	0	0	0	0
I had to quit taking them because of all the side effects that just wouldn't pass.	1	0	0	0	0	0
Sexual dysfunction, no orgasm, very low libido, persistent brain fog.	1	0	0	0	0	0
I went to doctor for my acid reflux and as it turned out he prescribed this poison to me without even telling me what this shit is and what does it do to my body.	1	0	0	0	0	0
i have stopped taking sertraline for 4 days now and the side effects haven't worn off yet.	1	0	0	0	0	0
Tinnitus, zaps, vertigo, weight gain, sleeplessness, horrible withdrawal even with tapering off.	0	1	0	0	0	0
I wish I had never taken it.	0	0	0	0	0	0
caused muscle tension - especially painful jaw clenching - took myself off. 	1	0	0	0	0	0
At first it was great.	0	0	1	0	0	0
I had some minor gastrointestinal issues.	1	0	0	0	0	0
But lately I have feel like it is not working any longer.	0	0	0	1	0	0
I am tired, have headaches, and don't really want to take it anymore.	1	0	0	0	0	0
I worry about the side effects.	0	0	0	0	0	0
I am concerned about side effects that I will have when I stop taking it.	0	0	0	0	0	0
I know I have to consult my physician.	0	0	0	0	0	0
Insomnia no appetite anger mania crying spells anxiety.	1	0	0	0	0	0
finding it really hard to cope on this, have to take something to make me sleep, force myself to eat.	1	0	0	0	0	0
I havent been on this long was taking 100mg but cut it in half.	0	0	0	0	0	0
Please anyone does this go if so when, can you ever sleep, feel so low have to take dizapan to sleep and thats not good long tern please email me thanku	1	0	0	0	0	0
have never cut myself before I started taking Zoloft.	1	0	0	0	0	0
A week after the commencement of my treatment I took a razor blade and cut my wrists.	1	0	0	0	0	0
This medication has made me more suicidal than I used to be.	1	0	0	1	1	1
It was the time of my exams at university, and unfortunately I was unable to think and concentrate on anything and therefore failed. 	1	0	0	0	0	0
Horrible isomnia, felt like I was in a fog.	1	0	0	0	0	0
Absolutely no libido or orgasms.	1	0	0	0	0	0
Asked my doctor for a different drug after 30 days of taking Zoloft.	0	0	0	0	0	0
It did give me a sense of well-being	0	0	1	0	0	0
worked like a low dose of extacy for about 1 mo, then became complacent.	0	0	1	0	0	0
No feelings at all, happy sad, nothing.	1	0	0	0	0	0
then went suicidal.	1	0	0	0	0	0
I stoped cold turkey after taking 150 ml 5 days later ended up in the ER for a suicide attempt, next day, paramedics at my house for talking suicidal thoughts, 7th day tried again spent 2 1/2 weeks in phych word.	0	1	0	0	0	0
I couldn't even remember acting this way.	0	0	0	0	0	0
"I'm now back on it and ""stable"" , but planning to wean slowly very slowly off it, take coution when weaning, start only as a last resault IMO, herbals, exersize and therapy, spiritual or other wise, anything but a drug as ADDICTIVE gravely so as this type, Yea, don't talk to me about so called addictive medicationsie opiates or benzos."	0	1	1	0	0	0
I never tried to kill myself coming off those.	0	0	0	0	0	0
and never went insain either.	0	0	0	0	0	0
feel free to contact me I'm a research junky when it comes to meds!	0	0	0	0	0	0
I've got more to talk about!	0	0	0	0	0	0
GI Distress, Headaches at base of skull, Lethargy, Blurred Vision, Sleep Disturbances (nightmares), anxiety.	1	0	0	0	0	0
I would NEVER take this medication again.	0	0	0	0	0	0
Zoloft withdrawal was one of the worst experiences that I ever had in my life!	0	1	0	0	0	0
increased anxiety, nausea, loss of appetite and weight,heartburn, diarrhea, eye twitching, jaw clenching, insomnia, have to take xanax in order to take Zoloft.	1	0	0	1	1	1
I have only been on this for five days, after coming off of Prozac.	0	0	0	0	0	0
I'm not sure that I'm going to like this med.	0	0	0	0	0	0
Will report if it gets any better.	0	0	0	0	0	0
Weight gain, tiredness, completely killed sex drive.	1	0	0	0	0	0
Mild withdrawal symptoms are dizziness, irritability, and upset stomach.	0	1	0	0	0	0
The medication helped somewhat.	0	0	1	0	0	0
I taped up to 100mg/day over a several week period.	0	0	0	0	0	0
I was definitely more relaxed about things and Zoloft created an overall sense of well being.	0	0	1	0	0	0
Even though I gained weight and had no sex drive I didn't much care about it.	1	0	0	0	0	0
I was sleeping at least 9 hours a day and still felt tired upon waking, yawned throughout much of the day, However, over time I felt it was becoming less and less effective.	1	0	0	1	0	0
The side effects were tough to take and it no longer seemed like a good tradeoff.	1	0	0	0	0	0
Now tapering down over several weeks.	0	0	0	0	0	0
I am experiencing some of the side effects mentioned elsewhere, dizziness, irritability, upset stomach, although they are fairly mild.	0	1	0	0	0	0
headache on left side of head, left eye pain, numbness in face hand s arms legs, stiff neck and shoulders, vivid dreams,no sex drive.	1	0	0	0	0	0
Seems to make my anxiety worse.	1	0	0	1	1	1
I'm too worried about the side effects I'm having.	1	0	0	0	0	0
Pain in left arm as well makes me nervous.	1	0	0	0	0	0
Has made my hypochondria worse.	1	0	0	1	1	1
increased anxiety during the afternoon which i dread.	1	0	0	1	1	1
will this pass?	0	0	0	0	0	0
I dont know if I should stay on this or not, i'm only on 25mg for 6 days so far but i cant take much more of this afternoon anxiety.	1	0	0	1	0	0
should I up the dose or go off it?	0	0	0	0	0	0
help!	0	0	0	0	0	0
Weight gain, hair loss, headaches, insomnia.	1	0	0	0	0	0
Bad side effects when weaned off like brain zaps, anxiety.	0	1	0	0	0	0
My depression was eleviated but I still wasn't myself, even when I went up to 200 mg.	0	0	1	0	1	1
The side effects got to be too much (headaches everyday, problems sleeping, gained 10 pounds, would lose a handful of hair everyday) and I weaned myself off of it, only to experience strange seizure-like zaps in my brain that would last for just a second but were very distressing.	1	1	0	0	0	0
Vastly increased moodiness, extreme levels of excess energy, minor hallucinations, irritability, reduced sex drive, lasting dissociative symptoms.	1	0	0	0	0	0
I was on Zoloft when I was in high school, and it worked fine.	0	0	1	0	0	0
Went back on it after a couple of years of no meds, and it made almost all of my symptoms worse.	0	0	0	1	0	0
I had multiple recurrent thoughts of suicide, the worst self harm I have ever done, all culminating in an overdose on the drugs, leading to an overnight hospital stay.	1	0	0	0	0	0
Zoloft works really well for some people, just make sure you have people around to see how you react to it.	0	0	0	0	0	0
Initially loose bowels, headache, flu-like feeling.	1	0	0	0	0	0
Ongoing loss of appetite, insomnia, jittery feeling, increased anxiety and depression.	1	0	0	1	1	1
This was on 50mg a day.	0	0	0	0	0	0
Obviously not the SSRI for me.	0	0	0	0	0	0
It seemed to make me worse rather than better.	0	0	0	1	0	0
Switched to Luvox which I am finding much more beneficial.	0	0	0	0	0	0
weight gain, hairloss, hallucinations, back pain, muscle spasms, numbness in hands.	1	0	0	0	0	0
The drug has made a difference in my life.	0	0	1	0	0	0
I have people who work for me that have seen a change and don't know I am taking an anti-depressant.	0	0	0	0	0	0
I only take 50mg and life is a lot nicer.	0	0	1	0	0	0
I am more tolerating and less judgemental.	0	0	1	0	0	0
But the side effects I am experiencing are bothersome.	1	0	0	0	0	0
I was suprised to read through the comments and no one elses experienced hairloss.	1	0	0	0	0	0
Woke up this morning with jitters.	1	0	0	0	0	0
That subsided around 10am, That's when I noticed how much of a space cadet I was feeling.	1	0	0	0	0	0
My head was in an unbelievable fog.	1	0	0	0	0	0
I was able to focus and concentrate and hold conversations but I just felt in a daze.	1	0	0	0	0	0
It is now almost time for bed/my next dose and I still have that feeling in my head and slight headache.	1	0	0	0	0	0
I wish I could give this time to kick in but really I had problems while I was at work today and can't do the adjustment period.	1	0	0	0	0	0
If you can hang in there like other people on this forum than god bless you.	0	0	0	0	0	0
But I think I'm going to try other methods right now .	0	0	0	0	0	0
I just don't think I can put myself through hell for a few weeks like this.	0	0	0	0	0	0
You seriously feel worse than you did without the medication .	0	0	0	1	0	0
its hard but if you can hang in there then do it.	0	0	0	0	0	0
have had continuous diarrhea since I started taking this pill.	1	0	0	0	0	0
I've gained 15 pounds.	1	0	0	0	0	0
I feel bloated all the time, Very tired.	1	0	0	0	0	0
Anxiety is gone but still feel down. 	0	0	1	0	1	1
Some days constant hunger, other days no appetite at all.	1	0	0	0	0	0
NO SEX DRIVE whatsoever,insomina, no motivation, lack of energy.	1	0	0	0	0	0
I've had major depression since my early teens.	0	0	0	0	1	0
Got some help several years ago after a sucide attempt.	0	0	0	0	1	0
Was on prozac back then but it didn't seem to be helping so stopped it after 3 months.	0	0	0	0	0	0
Just recently started zoloft after my husband told me he couldn't handle it anymore.	0	0	0	0	0	0
Been taking it for the last month and I can tell it is helping but the side effects are awful!	1	0	1	0	0	0
This is my second marriage and my husband is the only man I have ever been with that can make me have an orgasm.	0	0	0	0	0	0
I'm 29 years old and have been with him for almost 3 years now.	0	0	0	0	0	0
I knew that anti-depressants causes decrease in sex drive but this is off the charts.	0	0	0	0	0	0
I cannot have an orgasm to save my life!	1	0	0	0	0	0
It really pisses me off because if you spend most of your adult life married to someone who could care less if you cum or not, and then meet and marry a man that refuses to cum until you do its really bad for both of us.	0	0	0	0	0	0
On top of that I cant sleep without a trazdone or ambien pill and when I get home from work	1	0	0	0	0	0
Nausea, Increased perspiration, Increased heart rate, Weight loss (I've lost about 10-15 lbs, now I'm under 100lbs), Restlessness, Clenching my jaw, loss of appetite.	1	0	0	0	0	0
I was on Zoloft for about a year.	0	0	0	0	0	0
I stopped taking a year ago and have started again.	0	0	0	0	0	0
It worked wonders the first time, but this time around I have been getting all of those symptoms.	1	0	1	0	0	0
I take them at night with Trazadone for insomnia.	1	0	0	0	0	0
So it doesn't keep me up like the doc told me it would.	0	0	0	0	0	0
Headache, dry mouth, dizziness, chronic fatigue, increased appetite, stiffed jaw, decreased libido, weight gain, brain fog.	1	0	0	0	0	0
Zoloft did help with my anxiety but the side effects were just to much to handle to the point that I would rather live with anxiety than to live with these ugly side effects.	1	0	1	0	1	1
the doctor started me at 25mg up to 75mg in two months.	0	0	0	0	0	0
The side effects got stronger and stronger as I felt brain fog, chronic fatigue and all those other side effects I mentioned on a daily basis.	1	0	0	0	0	0
I would also wake up in the mornings drained out feeling dizzy, making it real hard for me to get ready and go to work.	1	0	0	0	0	0
I also gained like 7lb while on zoloft.	1	0	0	0	0	0
I believe if i took this drug any longer I would most likely gain 30+lbs real fast.	0	0	0	0	0	0
No thank you.	0	0	0	0	0	0
Never will i take this crap again.	0	0	0	0	0	0
can't stop eating.	1	0	0	0	0	0
Hungry all the time, Tired, Can't get out of bed, More irritable.	1	0	0	0	0	0
I got a lot worse after going on Zoloft.	0	0	0	1	0	0
Shortly after taking this medication I would get severe stomach cramps that would last a few minutes.	1	0	0	0	0	0
I also had the desire to drink alcohol heavily and got really drunk really fast.	1	0	0	0	0	0
I was on Lexapro before going into remission, but since I didnt have insurance and Lexapro cost moe than $100 per month my Dr. put me on Zoloft as a cheap alternative.	0	0	0	0	0	0
Zoloft did nothing for my depression, just made me crave alcohol ( I was not a heavy drinker before or after taking Zoloft).	1	0	0	1	1	1
Only stayed on it for a couple of weeks then Dr. switched me back to Lexapro.	0	0	0	0	0	0
initial nausea, eventual lack of emotion (both positive and negative). 	1	0	0	0	0	0
Yawning every minute or two.	1	0	0	0	0	0
Quit counting yesterday at 100 by lunch time.	0	0	0	0	0	0
Diarrhea for two weeks.	1	0	0	0	0	0
Have felt no effects at 25mg/day week one and 50mg/day week two.	0	0	0	1	0	0
Side effects so far outweigh the lack of benefits.	1	0	0	0	0	0
I have averaged 6 hours of sleep per night for years.	0	0	0	0	0	0
The last 4 days I have sleep 8-10 hours and then wanted to lay in bed another 4)  I can't take the side effects and go to work.	1	0	0	0	0	0
I have never taken meds of this type before and wonder if it worth the trouble to try and tough it out until the effects to kick in.	0	0	0	0	0	0
At first, terrible diarrhea.	1	0	0	0	0	0
After a few days, insomnia and headaches.	1	0	0	0	0	0
After a few weeks, extreme apathy and lack of initiative/drive/motivation.	1	0	0	0	0	0
It did, however, fix the seratonin related imbalance, such as excessive crying and worrying.	0	0	1	0	1	1
I would NOT recommend this med to anyone, especially those who have an active social life.	0	0	0	0	0	0
This medication caused a horrible dopamine imbalance, which current medicine can, but WILL NOT TREAT.	1	0	0	0	0	0
I have been treating myself with dopamine agonists and dopamine precursors, which are definetely working.	0	0	0	0	0	0
If you suspect depression.	0	0	0	0	1	0
it would be worth your while to do some research about neurotransmitters, etc I have found that medical trends fail to recognize how dangerous these medications can be; the medical community is saturated by mass loads of marketing by pharmecutical companies, which I think is sad because any seller WILL MOST LIKELY NOT state side effects, in an effort to sell the drug.	0	0	0	0	0	0
It's very sad, but it proves to me that medicine is just a money making field, instead of a people helping field.	0	0	0	0	0	0
dizziness, nausea, extreme loss of appetite, diarrhoea, lethargy, tingling in fingers, sleeplessness, low blood sugar from loss of appetite.	1	0	0	0	0	0
Took 1 50mg tab at 10pm and woke at 1am feeling weird.	1	0	0	0	0	0
Was bedridden that day, Didn't take another tab but still feeling side effects a day later.	1	0	0	0	0	0
I know Zoloft works for a lot of people, but I am breastfeeding and have a 2-year-old to look after, so I can't keep taking it in the hope that the side effects might go away after a week or 2)  I need to be able to eat and function.	1	0	0	0	0	0
The doctor told me that it seems I have a hypersensitivity.	0	0	0	0	0	0
My depression is not serious so it looks like I will have to go down a more natural path to help myself.	0	0	0	0	1	0
zomby-like emotionlessness.	1	0	0	0	0	0
I felt dead on this stuff.	1	0	0	0	0	0
I wasn't really depressed.	0	0	1	0	0	0
but I wasn't anything positive either, just BLAH.	1	0	0	0	0	0
I had no reactions, no emotions, no laughter, nothing.	1	0	0	0	0	0
I guess it just didn't agree with me.	0	0	0	0	0	0
had a very strange reaction to this drug, one which some people also seem to experience.	1	0	0	0	0	0
If you have ever taken amphetamine (Dexedrine) you will know what I mean.	0	0	0	0	0	0
I got very speedy and high off of this drug in addition to feeling standard SSRI effects.	1	0	0	0	0	0
